id,first_name,last_name,email,gender,ip_address,player_name,age,position,team,nationality,height,weight,jersey_number,goals_scored,assists
354,Annelise,Capponeer,acapponeer9t@nymag.com,Female,84.98.103.34,Annelise Capponeer,20,midfielder,Manchester United,China,205.74,65.6,31,37,14
355,Leandra,Downie,ldownie9u@studiopress.com,Female,169.95.23.202,Leandra Downie,22,forward,Manchester United,Turkey,195.84,53.03,81,39,19
356,Tiffy,Cecchetelli,tcecchetelli9v@house.gov,Female,139.20.189.25,Tiffy Cecchetelli,35,midfielder,Real Madrid,Liechtenstein,190.31,60.04,85,36,25
357,Kyle,Gut,kgut9w@bigcartel.com,Male,199.0.160.144,Kyle Gut,23,goalkeeper,Bayern Munich,Iran,192.43,58.75,23,24,2
358,Rachael,Dexter,rdexter9x@arstechnica.com,Female,41.53.179.37,Rachael Dexter,26,forward,Bayern Munich,Armenia,205.07,84.42,59,4,20
359,Wandis,Jakubovits,wjakubovits9y@theatlantic.com,Female,139.224.191.139,Wandis Jakubovits,34,midfielder,Manchester United,Mexico,186.89,80.28,88,9,23
360,Georgetta,McCuis,gmccuis9z@state.gov,Female,244.230.38.84,Georgetta McCuis,21,midfielder,Real Madrid,Maldives,182.85,83.75,56,43,11
361,Laurence,Spruce,lsprucea0@nhs.uk,Male,76.87.127.21,Laurence Spruce,32,goalkeeper,Barcelona,China,200.63,69.59,25,12,12
362,Cristina,Labusch,clabuscha1@reuters.com,Female,212.55.162.4,Cristina Labusch,24,forward,Manchester United,Brazil,192.43,50.3,1,32,10
363,Lindsy,Gannon,lgannona2@wikia.com,Female,190.14.177.241,Lindsy Gannon,39,forward,Manchester United,Myanmar,163.87,73.38,85,3,27
364,Terence,Nowick,tnowicka3@g.co,Male,2.111.245.41,Terence Nowick,27,midfielder,Manchester United,Indonesia,156.07,53.41,12,10,11
365,Janos,Humbee,jhumbeea4@google.co.uk,Male,142.13.184.105,Janos Humbee,18,defender,Bayern Munich,Finland,164.91,72.6,20,44,22
366,Nappie,Emby,nembya5@ovh.net,Non-binary,206.185.69.239,Nappie Emby,30,goalkeeper,Bayern Munich,El Salvador,159.75,84.58,97,11,19
367,Merralee,Merlin,mmerlina6@mlb.com,Female,252.55.148.216,Merralee Merlin,40,midfielder,Manchester United,Colombia,178.96,88.91,17,15,20
368,Othilia,Hestrop,ohestropa7@dyndns.org,Female,133.202.184.30,Othilia Hestrop,38,midfielder,Manchester United,Portugal,169.26,57.17,20,2,20
369,Alma,Bartolomieu,abartolomieua8@baidu.com,Female,212.140.5.246,Alma Bartolomieu,26,midfielder,Barcelona,Indonesia,181.64,85.91,12,37,26
370,Morly,Domm,mdomma9@arstechnica.com,Male,190.118.94.34,Morly Domm,33,defender,Bayern Munich,Czech Republic,196.15,96.27,2,20,26
371,Carmencita,Wilbraham,cwilbrahamaa@epa.gov,Female,5.75.90.110,Carmencita Wilbraham,32,forward,Bayern Munich,Indonesia,153.57,82.04,31,21,1
372,Aubert,Allatt,aallattab@networksolutions.com,Male,15.132.108.243,Aubert Allatt,23,goalkeeper,Real Madrid,China,154.95,61.98,74,38,16
373,Minor,Greenin,mgreeninac@newyorker.com,Male,74.58.209.189,Minor Greenin,39,forward,Bayern Munich,Brazil,175.62,97.52,83,2,0
374,Felizio,Turnell,fturnellad@ca.gov,Male,171.240.241.62,Felizio Turnell,37,forward,Bayern Munich,China,190.65,54.35,89,48,2
375,Obediah,Sherwin,osherwinae@state.tx.us,Agender,126.120.126.187,Obediah Sherwin,38,forward,Bayern Munich,China,174.45,78.5,59,47,30
376,Doyle,Currall,dcurrallaf@ft.com,Male,187.252.209.217,Doyle Currall,34,goalkeeper,Barcelona,Croatia,167.08,88.39,93,24,15
377,Elita,Chipp,echippag@parallels.com,Female,247.69.46.141,Elita Chipp,35,midfielder,Barcelona,Sweden,191.78,75.99,66,38,6
378,Keenan,Itzakson,kitzaksonah@nhs.uk,Male,8.92.81.84,Keenan Itzakson,25,defender,Manchester United,Albania,194.26,75.08,65,21,13
379,Thayne,Crews,tcrewsai@google.nl,Male,104.141.152.76,Thayne Crews,34,midfielder,Real Madrid,Philippines,157.48,83.15,77,16,27
380,Halsy,Lassells,hlassellsaj@cloudflare.com,Male,16.16.157.201,Halsy Lassells,36,midfielder,Manchester United,Philippines,186.12,52.79,18,48,19
381,Wilhelm,Shivlin,wshivlinak@goo.ne.jp,Male,100.35.2.53,Wilhelm Shivlin,21,forward,Bayern Munich,Peru,179.01,77.91,88,26,10
382,Skipp,Coniam,sconiamal@cnbc.com,Male,35.43.169.99,Skipp Coniam,30,midfielder,Barcelona,Comoros,179.48,84.27,60,36,15
383,Rice,Bovey,rboveyam@behance.net,Male,53.214.250.103,Rice Bovey,21,goalkeeper,Bayern Munich,China,186.23,64.38,49,1,22
384,Culley,Bischop,cbischopan@state.tx.us,Male,164.182.118.64,Culley Bischop,22,forward,Barcelona,Poland,176.76,96.69,93,10,0
385,Val,Vauls,vvaulsao@t.co,Male,75.27.15.87,Val Vauls,27,goalkeeper,Manchester United,Philippines,184.17,51.97,42,36,5
386,Melosa,Kiggel,mkiggelap@biglobe.ne.jp,Female,182.73.0.47,Melosa Kiggel,37,defender,Real Madrid,China,194.17,92.67,35,16,18
387,Yul,Yorston,yyorstonaq@geocities.jp,Male,18.219.0.180,Yul Yorston,34,midfielder,Barcelona,Cuba,170.46,66.3,85,10,2
388,Morrie,Trewett,mtrewettar@trellian.com,Male,50.33.74.232,Morrie Trewett,35,goalkeeper,Real Madrid,Russia,209.8,80.32,66,38,12
389,Janeen,Cantu,jcantuas@cpanel.net,Genderqueer,193.110.193.253,Janeen Cantu,34,midfielder,Barcelona,Tunisia,168.61,65.6,72,50,12
390,Christa,Hugill,chugillat@ning.com,Female,233.4.208.250,Christa Hugill,27,goalkeeper,Bayern Munich,China,178.19,97.19,46,42,10
391,Aubree,Brahms,abrahmsau@ftc.gov,Female,21.82.75.212,Aubree Brahms,32,midfielder,Real Madrid,Thailand,167.04,60.04,33,3,12
392,Sherilyn,Blabie,sblabieav@dailymail.co.uk,Female,62.75.82.201,Sherilyn Blabie,24,forward,Barcelona,Japan,172.36,52.01,38,36,5
393,Brewster,Tonkin,btonkinaw@yale.edu,Male,5.112.59.175,Brewster Tonkin,40,forward,Real Madrid,China,160.19,84.72,70,5,25
394,Stefano,Matthai,smatthaiax@com.com,Male,14.225.78.11,Stefano Matthai,18,goalkeeper,Barcelona,Indonesia,174.52,60.25,66,29,26
395,Drucie,Corbally,dcorballyay@deviantart.com,Female,240.192.90.216,Drucie Corbally,18,forward,Manchester United,Brazil,170.8,60.05,49,15,5
396,Hayyim,Authers,hauthersaz@state.gov,Male,189.1.231.158,Hayyim Authers,34,goalkeeper,Barcelona,Malaysia,169.27,52.04,49,47,10
397,Alverta,Davenhall,adavenhallb0@fastcompany.com,Female,67.198.80.92,Alverta Davenhall,30,midfielder,Real Madrid,Philippines,176.71,78.36,94,37,17
398,Rozalie,Gounel,rgounelb1@odnoklassniki.ru,Female,187.188.161.118,Rozalie Gounel,23,midfielder,Real Madrid,China,182.74,79.85,73,14,12
399,Zorina,Indge,zindgeb2@pinterest.com,Female,220.187.105.247,Zorina Indge,40,defender,Bayern Munich,United States,186.41,94.79,19,33,3
400,Shelba,Bartell,sbartellb3@census.gov,Female,26.146.166.226,Shelba Bartell,35,goalkeeper,Bayern Munich,Russia,163.38,96.86,59,23,17
401,Guillermo,Peris,gperisb4@sina.com.cn,Male,180.106.232.190,Guillermo Peris,21,midfielder,Barcelona,Brazil,192.86,63.93,7,44,29
402,Lilla,Duran,lduranb5@mediafire.com,Female,66.36.217.1,Lilla Duran,25,defender,Real Madrid,Indonesia,194.86,69.16,49,31,18
403,Worthington,Hamnett,whamnettb6@google.com.br,Male,47.119.201.124,Worthington Hamnett,37,defender,Real Madrid,Argentina,155.63,73.49,57,4,20
404,Ezekiel,Habbershon,ehabbershonb7@princeton.edu,Male,142.202.61.144,Ezekiel Habbershon,27,midfielder,Barcelona,Portugal,161.4,92.98,12,8,14
405,Joella,Lief,jliefb8@youku.com,Female,70.119.131.196,Joella Lief,21,defender,Manchester United,Portugal,209.56,85.31,78,14,12
406,Josephina,Antosik,jantosikb9@goodreads.com,Female,128.98.35.221,Josephina Antosik,35,midfielder,Bayern Munich,Luxembourg,173.82,96.94,94,3,7
407,Elwyn,Izat,eizatba@networkadvertising.org,Male,233.231.107.196,Elwyn Izat,24,midfielder,Real Madrid,Indonesia,185.99,67.41,13,0,27
408,Gabie,Forestall,gforestallbb@yahoo.co.jp,Female,5.45.29.2,Gabie Forestall,21,forward,Manchester United,Indonesia,163.34,84.08,11,40,28
409,Dodie,Seally,dseallybc@xrea.com,Female,223.93.138.252,Dodie Seally,32,goalkeeper,Bayern Munich,Russia,159.84,96.02,94,36,0
410,Julee,Nagle,jnaglebd@shop-pro.jp,Female,92.224.246.35,Julee Nagle,34,midfielder,Barcelona,Peru,201.44,90.99,84,45,13
411,Phylis,Grut,pgrutbe@geocities.com,Female,16.137.135.144,Phylis Grut,38,goalkeeper,Bayern Munich,France,179.11,58.25,80,30,23
412,Drugi,Maffi,dmaffibf@goo.gl,Male,135.107.188.66,Drugi Maffi,33,defender,Real Madrid,Madagascar,205.88,69.17,63,14,24
413,Verile,Stryde,vstrydebg@spiegel.de,Female,60.140.166.161,Verile Stryde,29,forward,Bayern Munich,Indonesia,150.14,93.16,43,22,25
414,Giraldo,Rendbaek,grendbaekbh@fotki.com,Male,168.82.100.107,Giraldo Rendbaek,38,defender,Manchester United,Thailand,173.72,79.7,72,43,18
415,Nora,Skeath,nskeathbi@earthlink.net,Female,98.95.114.160,Nora Skeath,19,defender,Barcelona,Indonesia,154.69,76.58,76,24,23
416,Artemis,Lutzmann,alutzmannbj@lulu.com,Male,43.110.175.195,Artemis Lutzmann,39,forward,Manchester United,Sweden,186.69,53.32,72,5,22
417,Matti,Gabel,mgabelbk@uiuc.edu,Female,252.135.132.27,Matti Gabel,23,defender,Real Madrid,Democratic Republic of the Congo,152.39,84.92,41,29,12
418,Wally,Hindenburg,whindenburgbl@tmall.com,Male,244.121.35.161,Wally Hindenburg,30,goalkeeper,Bayern Munich,Malaysia,153.86,98.92,53,41,5
419,Mead,Lourenco,mlourencobm@usa.gov,Male,147.66.219.226,Mead Lourenco,20,defender,Manchester United,Peru,209.96,69.39,74,8,7
420,Law,Mowatt,lmowattbn@webs.com,Male,209.247.114.112,Law Mowatt,35,midfielder,Real Madrid,South Africa,160.83,66.22,62,23,9
421,Robb,Tuckie,rtuckiebo@narod.ru,Male,134.239.180.95,Robb Tuckie,25,forward,Barcelona,Iran,189.13,74.0,40,29,25
422,Bearnard,Simmonett,bsimmonettbp@tripadvisor.com,Male,129.120.38.32,Bearnard Simmonett,38,goalkeeper,Manchester United,Brazil,207.27,72.5,45,43,4
423,Gilly,Doucette,gdoucettebq@mapy.cz,Female,23.42.24.147,Gilly Doucette,20,goalkeeper,Barcelona,China,205.04,56.1,66,40,19
424,Anne-marie,Giannotti,agiannottibr@bravesites.com,Female,31.163.30.34,Anne-marie Giannotti,26,goalkeeper,Bayern Munich,Mexico,202.05,52.6,71,7,17
425,Judy,Joscelyne,jjoscelynebs@wsj.com,Agender,244.10.214.203,Judy Joscelyne,26,defender,Barcelona,Egypt,160.51,55.0,85,6,24
426,Melosa,Whitcher,mwhitcherbt@ezinearticles.com,Female,155.198.228.40,Melosa Whitcher,30,midfielder,Manchester United,Croatia,165.48,75.52,58,26,26
427,Daron,Simmank,dsimmankbu@people.com.cn,Female,58.227.15.107,Daron Simmank,23,midfielder,Barcelona,United Arab Emirates,159.3,81.64,74,14,18
428,Tessie,Sandyford,tsandyfordbv@bing.com,Female,185.0.3.168,Tessie Sandyford,18,defender,Manchester United,Colombia,161.91,51.87,35,17,27
429,Gerda,Bertholin,gbertholinbw@thetimes.co.uk,Female,57.10.54.53,Gerda Bertholin,21,defender,Manchester United,Indonesia,178.42,73.85,68,8,1
430,Borden,Burgwyn,bburgwynbx@technorati.com,Male,248.25.5.81,Borden Burgwyn,24,midfielder,Manchester United,Malaysia,168.07,75.79,31,11,4
431,Corilla,Whordley,cwhordleyby@t.co,Female,199.4.213.218,Corilla Whordley,23,midfielder,Barcelona,Portugal,171.93,89.31,78,27,0
432,Beverlie,Dommerque,bdommerquebz@admin.ch,Female,51.69.2.169,Beverlie Dommerque,26,defender,Bayern Munich,Russia,155.74,52.12,58,0,15
433,Nicki,Cock,ncockc0@macromedia.com,Female,63.137.83.55,Nicki Cock,34,midfielder,Barcelona,Greece,164.24,98.38,54,49,1
434,Serge,Aleksankov,saleksankovc1@wordpress.org,Male,179.52.228.217,Serge Aleksankov,37,midfielder,Real Madrid,China,178.94,72.85,73,43,29
435,Janis,Artrick,jartrickc2@livejournal.com,Female,104.163.208.87,Janis Artrick,36,defender,Real Madrid,Russia,200.06,82.22,61,19,26
436,Dacia,Leggott,dleggottc3@meetup.com,Female,238.55.157.118,Dacia Leggott,22,defender,Manchester United,Iraq,152.1,67.47,93,14,4
437,Nils,Lehemann,nlehemannc4@technorati.com,Male,88.34.219.230,Nils Lehemann,30,defender,Bayern Munich,El Salvador,165.23,81.04,93,21,24
438,Elton,Brouard,ebrouardc5@google.cn,Male,42.149.218.65,Elton Brouard,24,forward,Manchester United,United States,199.29,51.88,92,4,0
439,Alvy,Farnell,afarnellc6@marketwatch.com,Male,140.108.21.218,Alvy Farnell,30,midfielder,Manchester United,Indonesia,168.76,66.87,99,5,13
440,Carny,Sowrah,csowrahc7@canalblog.com,Male,97.147.6.160,Carny Sowrah,37,defender,Manchester United,France,192.72,54.21,91,29,25
441,Quincey,Costa,qcostac8@quantcast.com,Male,176.146.70.221,Quincey Costa,29,goalkeeper,Bayern Munich,Philippines,170.75,81.53,68,29,0
442,Egor,Hendin,ehendinc9@cnn.com,Male,190.158.55.37,Egor Hendin,39,goalkeeper,Bayern Munich,South Korea,189.09,81.75,76,21,17
443,Brandise,Bartunek,bbartunekca@hubpages.com,Female,112.63.30.215,Brandise Bartunek,25,midfielder,Manchester United,Peru,165.91,71.19,54,45,17
444,Barnebas,Haycock,bhaycockcb@instagram.com,Male,196.126.156.74,Barnebas Haycock,35,defender,Barcelona,Colombia,200.0,82.08,34,21,27
445,Daryl,Connew,dconnewcc@odnoklassniki.ru,Male,34.3.137.158,Daryl Connew,35,goalkeeper,Manchester United,Spain,179.67,57.65,47,23,22
446,Karita,Brash,kbrashcd@odnoklassniki.ru,Female,27.63.88.213,Karita Brash,23,goalkeeper,Manchester United,Belarus,158.56,82.53,47,2,20
447,Anabelle,Buncom,abuncomce@sciencedirect.com,Female,247.51.74.154,Anabelle Buncom,39,midfielder,Barcelona,China,187.6,85.58,22,7,17
448,Golda,Cavozzi,gcavozzicf@weebly.com,Female,28.218.126.105,Golda Cavozzi,22,midfielder,Barcelona,Philippines,193.18,95.17,21,9,20
449,Darice,Buckeridge,dbuckeridgecg@eepurl.com,Female,254.85.181.71,Darice Buckeridge,26,midfielder,Manchester United,Sweden,164.22,80.98,83,4,11
450,Carlin,Hanlin,chanlinch@youtu.be,Female,132.223.177.131,Carlin Hanlin,39,midfielder,Barcelona,Philippines,177.76,59.55,35,39,13
451,Lesly,Madsen,lmadsenci@ustream.tv,Female,215.107.105.144,Lesly Madsen,27,forward,Manchester United,Russia,206.6,56.63,28,14,9
452,Melva,Lant,mlantcj@privacy.gov.au,Female,3.80.244.124,Melva Lant,30,defender,Barcelona,Portugal,205.37,89.55,90,28,29
453,Glendon,Daintree,gdaintreeck@rakuten.co.jp,Male,43.26.148.252,Glendon Daintree,28,defender,Barcelona,Indonesia,193.07,69.03,64,42,28
454,Godfree,Kinleyside,gkinleysidecl@discuz.net,Male,67.225.57.7,Godfree Kinleyside,32,forward,Manchester United,Peru,175.84,89.76,52,27,30
455,Barclay,Kelinge,bkelingecm@blog.com,Male,87.84.188.130,Barclay Kelinge,40,midfielder,Real Madrid,Poland,201.85,57.25,81,37,9
456,Fee,Mallan,fmallancn@nymag.com,Male,83.136.74.21,Fee Mallan,40,defender,Real Madrid,China,188.76,55.68,11,37,24
457,Danella,Spohr,dspohrco@skype.com,Female,90.178.57.178,Danella Spohr,30,forward,Barcelona,Norway,200.86,96.16,37,10,24
458,Sibylle,Radish,sradishcp@jugem.jp,Female,103.82.108.31,Sibylle Radish,18,goalkeeper,Manchester United,Mongolia,179.01,98.41,5,20,24
459,Tab,Weir,tweircq@newsvine.com,Male,116.203.137.21,Tab Weir,36,defender,Barcelona,China,170.78,80.17,1,38,15
460,Laura,Ansell,lansellcr@homestead.com,Female,170.203.19.161,Laura Ansell,37,defender,Manchester United,China,198.6,50.28,80,27,5
461,Celle,Ambrogelli,cambrogellics@pinterest.com,Non-binary,29.167.6.6,Celle Ambrogelli,18,midfielder,Barcelona,Czech Republic,197.29,86.85,36,4,25
462,Jonah,Alan,jalanct@1und1.de,Male,108.99.216.244,Jonah Alan,25,defender,Barcelona,Brazil,170.52,86.74,44,36,30
463,Killy,Suffe,ksuffecu@netvibes.com,Polygender,199.248.207.105,Killy Suffe,40,goalkeeper,Real Madrid,Finland,164.46,75.66,87,28,7
464,Gabi,Reyes,greyescv@facebook.com,Male,161.108.95.5,Gabi Reyes,27,midfielder,Real Madrid,Sweden,171.2,83.34,35,11,13
465,Hector,Duguid,hduguidcw@mysql.com,Male,241.249.116.149,Hector Duguid,24,forward,Real Madrid,China,204.9,56.27,36,41,29
466,Polly,Kroll,pkrollcx@360.cn,Female,164.175.132.164,Polly Kroll,26,midfielder,Real Madrid,Brazil,209.95,74.56,24,43,17
467,Danyelle,Whylie,dwhyliecy@paginegialle.it,Female,30.51.25.178,Danyelle Whylie,33,forward,Barcelona,Ireland,197.95,52.95,31,13,28
468,Gran,Meller,gmellercz@hibu.com,Male,134.37.31.81,Gran Meller,32,goalkeeper,Manchester United,Russia,189.47,62.64,93,21,23
469,Dalt,Broxup,dbroxupd0@prweb.com,Male,25.3.242.123,Dalt Broxup,21,forward,Barcelona,Sweden,174.5,87.69,7,43,14
470,Sidnee,Furniss,sfurnissd1@umn.edu,Male,139.123.21.55,Sidnee Furniss,40,goalkeeper,Real Madrid,China,160.85,55.73,32,34,10
471,Alix,Jeune,ajeuned2@ning.com,Female,6.100.34.128,Alix Jeune,30,midfielder,Real Madrid,Poland,179.55,64.5,33,39,23
472,Graeme,Sysland,gsyslandd3@hostgator.com,Male,178.182.102.125,Graeme Sysland,19,forward,Bayern Munich,Colombia,193.39,90.34,40,29,7
473,Malva,Meeus,mmeeusd4@eepurl.com,Female,6.236.122.73,Malva Meeus,24,goalkeeper,Manchester United,Portugal,175.75,72.91,65,13,10
474,Kearney,Fey,kfeyd5@usatoday.com,Male,207.146.132.187,Kearney Fey,30,midfielder,Bayern Munich,Mozambique,193.27,54.41,33,8,27
475,Shirline,Grzeszczak,sgrzeszczakd6@canalblog.com,Female,14.187.104.167,Shirline Grzeszczak,27,forward,Manchester United,France,168.77,51.45,15,34,17
476,Geneva,Greenroad,ggreenroadd7@blogger.com,Female,23.24.160.120,Geneva Greenroad,33,midfielder,Real Madrid,United States,206.68,66.78,61,11,28
477,Jermaine,Daber,jdaberd8@jugem.jp,Male,248.134.119.16,Jermaine Daber,28,forward,Barcelona,Philippines,172.53,98.63,48,40,30
478,Kori,Birchenough,kbirchenoughd9@mtv.com,Female,91.45.95.248,Kori Birchenough,20,defender,Barcelona,Bosnia and Herzegovina,184.21,65.61,96,1,21
479,Britni,Hainey,bhaineyda@fema.gov,Female,73.168.230.35,Britni Hainey,27,goalkeeper,Real Madrid,South Africa,209.44,62.73,21,18,18
480,Avram,Napolitano,anapolitanodb@intel.com,Male,16.190.157.17,Avram Napolitano,37,goalkeeper,Manchester United,Portugal,209.33,78.6,67,33,2
481,Reid,Plett,rplettdc@creativecommons.org,Male,44.207.7.241,Reid Plett,23,forward,Manchester United,China,152.85,56.26,95,32,20
482,Baron,Lound,blounddd@cnbc.com,Male,58.164.88.160,Baron Lound,32,forward,Real Madrid,Philippines,181.38,55.0,70,34,16
483,Curry,Leathe,cleathede@desdev.cn,Male,63.72.11.220,Curry Leathe,33,midfielder,Bayern Munich,Pakistan,203.99,96.1,46,22,19
484,Ado,Constantine,aconstantinedf@addthis.com,Male,210.28.114.157,Ado Constantine,29,midfielder,Barcelona,China,179.32,73.78,13,37,11
485,Eulalie,Andrivot,eandrivotdg@linkedin.com,Female,23.190.115.207,Eulalie Andrivot,19,midfielder,Bayern Munich,Costa Rica,194.62,74.1,62,4,0
486,Amye,Spaducci,aspaduccidh@washingtonpost.com,Female,101.169.162.229,Amye Spaducci,33,defender,Manchester United,Philippines,153.76,61.25,33,19,30
487,Bernie,Wensley,bwensleydi@oaic.gov.au,Female,47.95.154.119,Bernie Wensley,20,defender,Bayern Munich,China,208.94,61.65,68,45,28
488,Jess,Swindle,jswindledj@thetimes.co.uk,Female,83.124.210.104,Jess Swindle,40,forward,Bayern Munich,Indonesia,178.83,60.07,1,13,12
489,Golda,Cabane,gcabanedk@dropbox.com,Female,3.123.199.114,Golda Cabane,35,midfielder,Barcelona,Argentina,204.67,52.4,33,2,18
490,Sarina,Brayford,sbrayforddl@pbs.org,Female,218.112.47.157,Sarina Brayford,39,defender,Manchester United,Swaziland,177.99,64.57,6,8,12
491,Sofia,Mongenot,smongenotdm@vkontakte.ru,Female,53.30.227.105,Sofia Mongenot,21,defender,Real Madrid,United States,166.07,78.16,34,5,12
492,Odo,Topaz,otopazdn@cnn.com,Male,64.204.92.246,Odo Topaz,27,midfielder,Bayern Munich,Sweden,199.08,68.98,34,48,16
493,Say,Awcock,sawcockdo@printfriendly.com,Male,170.69.66.179,Say Awcock,38,goalkeeper,Manchester United,Egypt,150.41,70.26,82,29,1
494,Karel,Penticost,kpenticostdp@joomla.org,Female,6.133.119.187,Karel Penticost,34,defender,Manchester United,Croatia,166.17,87.97,79,16,17
495,Baird,Verni,bvernidq@seattletimes.com,Male,98.27.69.28,Baird Verni,34,goalkeeper,Real Madrid,Czech Republic,166.34,53.29,10,38,19
496,Waylen,Merit,wmeritdr@miibeian.gov.cn,Male,94.93.208.83,Waylen Merit,32,goalkeeper,Manchester United,Gambia,206.61,79.78,69,11,23
497,Damon,Kivlin,dkivlinds@about.me,Male,7.169.119.62,Damon Kivlin,27,midfielder,Real Madrid,Indonesia,152.72,62.41,14,46,20
498,Fonsie,Swallow,fswallowdt@addthis.com,Male,146.143.122.116,Fonsie Swallow,28,midfielder,Manchester United,Poland,154.74,71.19,31,22,16
499,Cosimo,Henricsson,chenricssondu@netlog.com,Male,177.20.110.81,Cosimo Henricsson,21,defender,Manchester United,Canada,198.29,91.03,34,35,9
500,Katti,Tschierse,ktschiersedv@arizona.edu,Bigender,74.195.234.6,Katti Tschierse,20,forward,Bayern Munich,Indonesia,174.8,63.85,63,46,1
501,Garry,Matthisson,gmatthissondw@yellowpages.com,Male,128.28.39.205,Garry Matthisson,32,defender,Bayern Munich,United States,164.4,83.1,52,8,23
502,Simonette,Gaspero,sgasperodx@macromedia.com,Female,87.238.255.91,Simonette Gaspero,32,goalkeeper,Manchester United,Russia,165.57,80.4,90,19,19
503,Maxie,Blondin,mblondindy@apple.com,Male,166.135.134.149,Maxie Blondin,18,goalkeeper,Real Madrid,Japan,207.2,94.2,5,30,17
504,Charissa,Moine,cmoinedz@ibm.com,Female,143.54.4.83,Charissa Moine,36,defender,Barcelona,Uruguay,204.44,97.85,70,27,2
505,Rudolfo,MacFadzean,rmacfadzeane0@amazon.com,Male,4.136.78.200,Rudolfo MacFadzean,31,goalkeeper,Barcelona,Peru,170.77,87.21,99,46,9
506,Emilie,Lavielle,elaviellee1@phpbb.com,Female,147.170.203.238,Emilie Lavielle,33,midfielder,Barcelona,United States,162.94,81.84,50,2,27
507,Reggie,Epdell,repdelle2@tuttocitta.it,Female,211.27.10.87,Reggie Epdell,23,forward,Barcelona,Portugal,170.04,54.4,78,26,9
508,Johnnie,Weatherdon,jweatherdone3@mail.ru,Male,89.158.182.65,Johnnie Weatherdon,40,defender,Barcelona,Sweden,204.7,83.26,17,45,8
509,Denna,Gunner,dgunnere4@godaddy.com,Female,49.134.56.79,Denna Gunner,19,midfielder,Real Madrid,China,168.65,55.42,10,11,25
510,Bank,Fullman,bfullmane5@meetup.com,Bigender,31.114.114.222,Bank Fullman,30,midfielder,Real Madrid,Philippines,174.11,88.66,19,39,16
511,Hobey,Dohmer,hdohmere6@timesonline.co.uk,Male,50.98.156.150,Hobey Dohmer,32,midfielder,Real Madrid,Philippines,153.36,98.19,37,38,18
512,Bobbette,Birks,bbirkse7@booking.com,Female,176.207.230.70,Bobbette Birks,20,goalkeeper,Barcelona,Ukraine,154.97,91.23,47,32,24
513,Fonsie,Debold,fdebolde8@washington.edu,Male,99.137.253.239,Fonsie Debold,32,goalkeeper,Manchester United,Japan,165.84,89.26,2,18,1
514,Rafferty,Eyeington,reyeingtone9@yandex.ru,Bigender,142.210.137.136,Rafferty Eyeington,25,defender,Real Madrid,Paraguay,175.39,69.27,49,20,0
515,Bard,O'Siaghail,bosiaghailea@privacy.gov.au,Male,147.225.183.169,Bard O'Siaghail,24,goalkeeper,Real Madrid,Namibia,188.96,85.99,80,20,0
516,Josee,Wyborn,jwyborneb@amazon.co.jp,Female,107.170.252.228,Josee Wyborn,19,forward,Real Madrid,Russia,182.5,74.24,7,30,13
517,Natalie,Redemile,nredemileec@go.com,Female,134.42.207.2,Natalie Redemile,31,midfielder,Real Madrid,Kyrgyzstan,153.65,90.03,58,47,2
518,Christalle,Gerardi,cgerardied@1und1.de,Female,85.87.86.110,Christalle Gerardi,19,goalkeeper,Manchester United,China,173.81,52.37,27,46,6
519,Olympie,Bramford,obramfordee@wikipedia.org,Female,251.167.119.50,Olympie Bramford,31,goalkeeper,Bayern Munich,China,202.17,96.68,43,19,15
520,Timothee,Forstall,tforstallef@baidu.com,Male,146.164.79.35,Timothee Forstall,31,forward,Bayern Munich,Honduras,172.73,81.42,44,28,18
521,Hugh,Seedman,hseedmaneg@php.net,Male,215.164.238.113,Hugh Seedman,26,forward,Real Madrid,France,151.91,94.98,34,1,19
522,Lorne,Hardway,lhardwayeh@smh.com.au,Male,238.64.30.28,Lorne Hardway,35,forward,Real Madrid,Indonesia,204.62,98.04,5,15,9
523,Lucho,Eustis,leustisei@bluehost.com,Male,46.25.142.169,Lucho Eustis,28,goalkeeper,Barcelona,China,183.25,59.19,6,35,20
524,Hortensia,Addenbrooke,haddenbrookeej@nationalgeographic.com,Female,131.160.27.16,Hortensia Addenbrooke,33,defender,Bayern Munich,Indonesia,164.58,60.0,64,6,30
525,Isak,Chagg,ichaggek@thetimes.co.uk,Male,245.62.16.140,Isak Chagg,37,defender,Barcelona,New Zealand,204.92,76.59,40,4,22
526,Dwight,Crocker,dcrockerel@tinyurl.com,Male,56.54.66.65,Dwight Crocker,18,defender,Manchester United,Portugal,187.65,95.27,71,48,13
527,Torrence,Sleford,tslefordem@ted.com,Male,235.172.254.73,Torrence Sleford,28,goalkeeper,Real Madrid,Mexico,176.35,72.66,80,41,5
528,Javier,Sheepy,jsheepyen@themeforest.net,Male,21.111.167.63,Javier Sheepy,37,goalkeeper,Barcelona,Czech Republic,204.68,53.24,7,30,19
529,Becka,Haking,bhakingeo@wikispaces.com,Female,164.76.63.200,Becka Haking,25,defender,Barcelona,Palestinian Territory,177.88,53.46,10,2,13
530,Lyndell,Leathwood,lleathwoodep@illinois.edu,Female,233.185.205.31,Lyndell Leathwood,20,defender,Real Madrid,Philippines,175.69,56.43,4,36,28
531,Hendrick,Ceresa,hceresaeq@e-recht24.de,Male,53.239.170.47,Hendrick Ceresa,34,goalkeeper,Bayern Munich,China,192.5,95.51,38,43,5
